food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
scallops cooked,11,0.058,0.092,0.5,0.0,2.1,0.0,4.1,0.06,0.0029999999999999996,1.3666666666666665,0.45999999999999996,0.08923076923076924,0.16666666666666669,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shiitake mushrooms dried,11,0.061,0.014,2.7,0.046,0.3,0.4,0.0,0.086,0.004299999999999999,0.0,0.06999999999999999,0.09384615384615384,0.9000000000000001,1.6,0.45999999999999996,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
skunk cabbage,11,0.1,0.0,1.8,0.0,1.5,1.2,0.0,0.016,0.0007999999999999999,0.0,0.0,0.15384615384615385,0.6,4.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rhubarb raw,11,0.1,0.043,2.3,0.6,0.5,0.9,0.0,0.058,0.0029,0.0,0.215,0.15384615384615385,0.7666666666666666,3.6000000000000005,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cottage fries,11,0.4,0.084,1.9,0.019,0.2,0.2,0.0,0.058,0.0029,0.0,0.42000000000000004,0.6153846153846154,0.6333333333333333,0.8,0.19,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
taro chips,11,0.6,0.1,1.6,0.04,0.049,0.2,0.0,0.022,0.0011,0.0,0.5,0.923076923076923,0.5333333333333334,0.8,0.4,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chicken bouillon dry,11,0.6,0.1,0.7,0.7,0.7,0.0,0.5,1.0,0.05,0.16666666666666669,0.5,0.923076923076923,0.2333333333333333,0.0,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beer budweiser,12,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.095,0.00475,0.0,0.0,0.0,0.3,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vanilla extract,12,0.069,0.003,0.5,0.5,0.0,0.0,0.0,0.061,0.0030499999999999998,0.0,0.015000000000000001,0.10615384615384617,0.16666666666666669,0.0,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
arrowhead,12,0.084,0.0,2.4,0.0,0.6,0.0,0.0,0.082,0.0041,0.0,0.0,0.12923076923076923,0.8,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
onions canned,12,0.084,0.045,2.5,1.4,0.5,0.8,0.0,0.2,0.01,0.0,0.22499999999999998,0.12923076923076923,0.8333333333333334,3.2,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cornsalad,12,0.2,0.0,2.0,0.0,1.1,0.0,0.0,0.067,0.00335,0.0,0.0,0.3076923076923077,0.6666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
collard raw,12,0.2,0.026,2.0,0.2,1.1,1.4,0.0,0.014,0.0007,0.0,0.13,0.3076923076923077,0.6666666666666667,5.6,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
taro leaves raw,12,0.2,0.013,1.9,0.8,1.4,1.0,0.0,0.083,0.00415,0.0,0.065,0.3076923076923077,0.6333333333333333,4.0,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chinese cabbage pe tsai raw,12,0.2,0.033,2.5,1.1,0.9,0.9,0.0,0.049,0.0024500000000000004,0.0,0.165,0.3076923076923077,0.8333333333333334,3.6000000000000005,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chrysanthemum raw,12,0.3,0.0,1.5,0.0,1.7,1.5,0.0,0.012,0.0006000000000000001,0.0,0.0,0.4615384615384615,0.5,6.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chicken broth,12,0.5,0.008,1.0,0.0,1.0,0.0,0.0,0.9,0.045,0.0,0.04,0.7692307692307693,0.33333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cocoa powder unsweetened,12,0.7,0.4,3.1,0.087,1.1,1.8,0.0,0.062,0.0031000000000000003,0.0,2.0,1.0769230769230769,1.0333333333333332,7.200000000000001,0.8699999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
nutmeg ground,12,0.8,0.6,1.1,0.6,0.1,0.5,0.0,0.095,0.00475,0.0,3.0,1.2307692307692308,0.3666666666666667,2.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
worcestershire sauce,13,0.0,0.0,3.3,1.7,0.0,0.0,0.0,0.2,0.01,0.0,0.0,0.0,1.0999999999999999,0.0,17.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sunflower seed flour,13,0.013,0.036,1.4,0.0,1.9,0.2,0.0,0.073,0.00365,0.0,0.18,0.019999999999999997,0.4666666666666666,0.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
carob flour,13,0.061,0.041,5.3,2.9,0.3,2.4,0.0,0.033,0.0016500000000000002,0.0,0.20500000000000002,0.09384615384615384,1.7666666666666668,9.6,28.999999999999996,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
energy drink sugar free red bull,13,0.2,0.0,1.8,0.0,0.6,0.0,0.0,0.008,0.00039999999999999996,0.0,0.0,0.3076923076923077,0.6,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
napa cabbage cooked,13,0.2,0.0,2.4,0.0,1.2,0.0,0.0,0.012,0.0006000000000000001,0.0,0.0,0.3076923076923077,0.8,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kumquat,13,0.2,0.063,3.0,1.8,0.4,1.2,0.0,0.018,0.0008999999999999999,0.0,0.315,0.3076923076923077,1.0,4.8,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bakers yeast dry,13,0.3,0.078,1.6,0.0,1.6,1.1,0.0,0.081,0.00405,0.0,0.38999999999999996,0.4615384615384615,0.5333333333333334,4.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
drumstick leaves raw,13,0.3,0.0,1.7,0.0,2.0,0.4,0.0,0.071,0.0035499999999999993,0.0,0.0,0.4615384615384615,0.5666666666666667,1.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
saltine crackers,13,0.3,0.097,2.2,0.063,0.3,0.022,0.0,0.067,0.00335,0.0,0.485,0.4615384615384615,0.7333333333333334,0.088,0.63,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
grape leaves,13,0.3,0.085,2.4,0.9,0.8,1.5,0.0,0.005,0.00025,0.0,0.42500000000000004,0.4615384615384615,0.8,6.0,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vodka smirnoff,13,0.4,0.013,2.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.6153846153846154,0.6666666666666667,0.0,0.8200000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
french fries,13,0.4,0.01,2.2,0.088,0.2,0.2,0.0,0.056,0.0028,0.0,0.05,0.6153846153846154,0.7333333333333334,0.8,0.8799999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mayonnaise imitation fat free,13,0.4,0.005,2.5,1.6,0.043,0.3,1.4,0.1,0.005,0.4666666666666666,0.025,0.6153846153846154,0.8333333333333334,1.2,16.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chicken fajita strips,13,0.5,0.2,0.2,0.0,1.7,0.0,8.3,0.044,0.0022,2.766666666666667,1.0,0.7692307692307693,0.06666666666666668,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spray dressing,13,0.9,0.1,1.3,1.1,0.07,0.075,0.0,0.012,0.0006000000000000001,0.0,0.5,1.3846153846153846,0.4333333333333333,0.3,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
balsamic vinegar,14,0.0,0.0,2.7,2.4,0.041,0.0,0.0,0.071,0.0035499999999999993,0.0,0.0,0.0,0.9000000000000001,0.0,24.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
figs canned,14,0.039,0.066,3.8,3.2,0.1,0.6,0.0,0.049,0.0024500000000000004,0.0,0.33,0.06,1.2666666666666666,2.4,32.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
nopales raw,14,0.063,0.018,2.9,1.0,1.1,1.9,0.0,0.076,0.0038000000000000004,0.0,0.09,0.09692307692307692,0.9666666666666667,7.6,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
orange juice sainsburys,14,0.088,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.13538461538461538,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
white icicle radish,14,0.1,0.076,2.6,0.0,1.1,1.4,0.0,0.049,0.0024500000000000004,0.0,0.38,0.15384615384615385,0.8666666666666666,5.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bamboo shoots cooked,14,0.3,0.007,2.3,0.0,1.8,1.2,0.0,0.04,0.002,0.0,0.034999999999999996,0.4615384615384615,0.7666666666666666,4.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
poultry seasoning,14,0.3,0.1,2.9,0.1,0.4,0.5,0.0,0.063,0.00315,0.0,0.5,0.4615384615384615,0.9666666666666667,2.0,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
blue cheese dressing light,14,0.4,0.1,2.1,0.6,0.3,0.0,1.6,0.2,0.01,0.5333333333333334,0.5,0.6153846153846154,0.7000000000000001,0.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
quail egg,14,1.0,0.3,0.08,0.048,1.2,0.0,76.0,0.042,0.0021000000000000003,25.333333333333336,1.5,1.5384615384615385,0.02666666666666667,0.0,0.48000000000000004,Low,0,โคเลสเตอรอลค่อนข้างสูง
tomato ketchup mp,15,0.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.06666666666666668,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fructose sweetener,15,0.0,0.0,4.2,3.9,0.0,0.0,0.0,0.013,0.00065,0.0,0.0,0.0,1.4000000000000001,0.0,39.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red peppers canned,15,0.058,0.03,3.7,2.4,0.7,0.9,0.0,0.9,0.045,0.0,0.15,0.08923076923076924,1.2333333333333334,3.6000000000000005,24.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
green peppers canned,15,0.074,0.096,3.7,2.3,0.7,0.9,0.0,0.9,0.045,0.0,0.48000000000000004,0.11384615384615385,1.2333333333333334,3.6000000000000005,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
orange pineapple juice,15,0.08,0.056,3.6,3.1,0.1,0.032,0.0,0.044,0.0022,0.0,0.27999999999999997,0.12307692307692308,1.2,0.128,31.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet potato leaves raw,15,0.2,0.088,3.1,0.0,0.9,1.9,0.0,0.073,0.00365,0.0,0.43999999999999995,0.3076923076923077,1.0333333333333332,7.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
radicchio,15,0.2,0.031,2.9,0.4,0.9,0.6,0.0,0.033,0.0016500000000000002,0.0,0.155,0.3076923076923077,0.9666666666666667,2.4,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin leaves cooked,15,0.2,0.092,2.4,0.5,1.9,1.9,0.0,0.2,0.01,0.0,0.45999999999999996,0.3076923076923077,0.8,7.6,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mustard greens raw,15,0.2,0.072,2.6,0.7,1.6,1.8,0.0,0.004,0.00019999999999999998,0.0,0.36,0.3076923076923077,0.8666666666666666,7.200000000000001,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mushrooms raw,15,0.2,0.052,2.3,1.4,2.2,0.7,0.0,0.053,0.00265,0.0,0.26,0.3076923076923077,0.7666666666666666,2.8,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
horchata,15,0.2,0.0,3.3,2.6,0.1,0.0,0.0,0.013,0.00065,0.0,0.0,0.3076923076923077,1.0999999999999999,0.0,26.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tea with milk and sugar yorkshire,15,0.5,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7692307692307693,0.13333333333333336,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
roquefort cheese dressing,15,1.1,0.4,0.4,0.4,0.8,0.0,0.2,0.1,0.005,0.06666666666666668,2.0,1.6923076923076925,0.13333333333333336,0.0,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mayonnaise hellmanns,15,1.7,0.9,0.087,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.6153846153846154,0.029,0.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
brown sugar,16,0.0,0.0,4.1,4.1,0.024,0.0,0.0,0.094,0.004699999999999999,0.0,0.0,0.0,1.3666666666666665,0.0,41.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
granulated sugar,16,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0.019,0.0009500000000000001,0.0,0.0,0.0,1.4000000000000001,0.0,42.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
steak sauce,16,0.004,0.0,3.7,1.7,0.2,0.3,0.0,0.3,0.015,0.0,0.0,0.006153846153846154,1.2333333333333334,1.2,17.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
teriyaki sauce,16,0.015,0.0,2.8,2.5,1.1,0.016,0.0,0.7,0.034999999999999996,0.0,0.0,0.023076923076923075,0.9333333333333332,0.064,25.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
onion raw,16,0.048,0.077,3.7,1.7,0.4,0.7,0.0,0.065,0.0032500000000000003,0.0,0.385,0.07384615384615385,1.2333333333333334,2.8,17.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
carrots cooked,16,0.092,0.096,3.8,1.6,0.3,1.4,0.0,0.025,0.00125,0.0,0.48000000000000004,0.14153846153846156,1.2666666666666666,5.6,16.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cucumber peeled,16,0.2,0.1,2.9,1.8,0.8,0.9,0.0,0.098,0.004900000000000001,0.0,0.5,0.3076923076923077,0.9666666666666667,3.6000000000000005,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
plantain fried,16,0.6,0.2,2.6,0.2,0.023,0.2,0.0,0.065,0.0032500000000000003,0.0,1.0,0.923076923076923,0.8666666666666666,0.8,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
radish seeds sprouted,16,1.0,0.3,1.4,0.0,1.4,0.0,0.0,0.067,0.00335,0.0,1.5,1.5384615384615385,0.4666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
apricot dried,17,0.015,0.02,4.4,3.7,0.2,0.5,0.0,0.066,0.0033000000000000004,0.0,0.1,0.023076923076923075,1.4666666666666668,2.0,37.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
egg white raw,17,0.063,0.0,0.2,0.2,3.6,0.0,0.0,0.038,0.0019000000000000002,0.0,0.0,0.09692307692307692,0.06666666666666668,0.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gelatin powder,17,0.086,0.09,0.0,0.0,4.3,0.0,0.0,0.029,0.00145,0.0,0.44999999999999996,0.1323076923076923,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
passion fruit,17,0.1,0.098,4.2,2.0,0.4,1.9,0.0,0.072,0.0035999999999999995,0.0,0.49,0.15384615384615385,1.4000000000000001,7.6,20.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
apricot,17,0.1,0.03,3.9,3.2,0.5,0.7,0.0,0.02,0.001,0.0,0.15,0.15384615384615385,1.3,2.8,32.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
heidelbeeren jutro,17,0.2,0.039,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19499999999999998,0.3076923076923077,0.13333333333333336,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chinese cabbage pe tsai cooked,17,0.2,0.011,2.9,0.0,1.8,2.0,0.0,0.3,0.015,0.0,0.05499999999999999,0.3076923076923077,0.9666666666666667,8.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
consomme dry,17,0.2,0.0,1.9,1.1,2.2,0.0,0.0,0.8,0.04,0.0,0.0,0.3076923076923077,0.6333333333333333,0.0,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lemons,17,0.2,0.063,5.4,1.5,0.6,1.6,0.0,0.045,0.00225,0.0,0.315,0.3076923076923077,1.8000000000000003,6.4,15.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
dill pickled cucumber,17,0.2,0.08,3.7,1.9,0.9,1.6,0.0,1.3,0.065,0.0,0.4,0.3076923076923077,1.2333333333333334,6.4,19.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
side salad mcdonalds,17,0.2,0.014,3.7,1.9,0.9,1.4,0.0,0.037,0.0018499999999999999,0.0,0.06999999999999999,0.3076923076923077,1.2333333333333334,5.6,19.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
waxgourd raw,17,0.3,0.036,4.0,0.0,0.5,3.8,0.0,0.1,0.005,0.0,0.18,0.4615384615384615,1.3333333333333335,15.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ranch dressing fat free,17,0.3,0.007,3.7,0.7,0.039,0.088,1.0,0.1,0.005,0.33333333333333337,0.034999999999999996,0.4615384615384615,1.2333333333333334,0.352,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sour pickles,17,0.3,0.079,3.5,1.6,0.5,1.9,0.0,1.9,0.095,0.0,0.395,0.4615384615384615,1.1666666666666667,7.6,16.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beef broth soup,17,0.5,0.3,0.01,0.0,2.7,0.0,0.0,0.9,0.045,0.0,1.5,0.7692307692307693,0.0033333333333333335,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sliced turkey breast,17,0.6,0.1,0.4,0.1,2.4,0.0,7.8,0.1,0.005,2.6,0.5,0.923076923076923,0.13333333333333336,0.0,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sugar coated almonds,17,0.6,0.016,2.4,2.2,0.4,0.013,0.0,0.021,0.0010500000000000002,0.0,0.08,0.923076923076923,0.8,0.052,22.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
caesar dressing low calorie,17,0.7,0.1,2.8,2.4,0.028,0.053,0.3,0.2,0.01,0.1,0.5,1.0769230769230769,0.9333333333333332,0.212,24.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turbinado sugar,18,0.0,0.0,4.6,4.6,0.0,0.0,0.0,0.008,0.00039999999999999996,0.0,0.0,0.0,1.5333333333333332,0.0,46.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gum drops,18,0.042,0.05,4.4,3.5,0.0,0.0,0.0,0.008,0.00039999999999999996,0.0,0.25,0.06461538461538462,1.4666666666666668,0.0,35.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shallots raw,18,0.061,0.041,4.2,2.0,0.6,0.8,0.0,0.044,0.0022,0.0,0.20500000000000002,0.09384615384615384,1.4000000000000001,3.2,20.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
prairie turnips boiled,18,0.086,0.0,4.2,0.7,0.2,1.0,0.0,0.012,0.0006000000000000001,0.0,0.0,0.1323076923076923,1.4000000000000001,4.0,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
green chili pepper,18,0.097,0.067,4.3,2.3,0.9,0.7,0.0,0.023,0.00115,0.0,0.335,0.14923076923076922,1.4333333333333333,2.8,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pink lady apple,18,0.1,0.0,3.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.3,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
blue crab raw,18,0.2,0.067,0.018,0.0,3.8,0.0,16.4,0.079,0.0039499999999999995,5.466666666666666,0.335,0.3076923076923077,0.005999999999999999,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
orange tomato,18,0.2,0.097,3.5,0.0,1.3,1.0,0.0,0.001,4.9999999999999996e-05,0.0,0.485,0.3076923076923077,1.1666666666666667,4.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turnip greens raw,18,0.2,0.009,3.9,0.4,0.8,1.8,0.0,0.012,0.0006000000000000001,0.0,0.045,0.3076923076923077,1.3,7.200000000000001,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red chili peppers,18,0.2,0.088,4.0,2.4,0.8,0.7,0.0,0.03,0.0014999999999999998,0.0,0.43999999999999995,0.3076923076923077,1.3333333333333335,2.8,24.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bakers yeast,18,0.3,0.089,3.1,0.0,1.4,1.4,0.0,0.066,0.0033000000000000004,0.0,0.445,0.4615384615384615,1.0333333333333332,5.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
white sugar,19,0.0,0.0,5.0,4.9,0.0,0.0,0.0,0.012,0.0006000000000000001,0.0,0.0,0.0,1.6666666666666667,0.0,49.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
savoy cabbage raw,19,0.017,0.091,4.3,1.6,1.4,2.2,0.0,0.007,0.00035,0.0,0.455,0.026153846153846156,1.4333333333333333,8.8,16.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
catsup,19,0.066,0.026,4.5,3.7,0.2,0.053,0.0,0.2,0.01,0.0,0.13,0.10153846153846155,1.5,0.212,37.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet green peppers cooked,19,0.1,0.037,4.5,2.3,0.7,0.9,0.0,0.2,0.01,0.0,0.185,0.15384615384615385,1.5,3.6000000000000005,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet red peppers cooked,19,0.1,0.012,4.5,3.2,0.7,0.9,0.0,0.2,0.01,0.0,0.060000000000000005,0.15384615384615385,1.5,3.6000000000000005,32.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
filinchen gutena,19,0.2,0.056,0.5,0.028,0.4,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.3076923076923077,0.16666666666666669,0.0,0.27999999999999997,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pom potes materne,19,0.2,0.2,0.2,0.068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.06666666666666668,0.0,0.68,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cream cheese fat free,19,0.2,0.1,1.4,1.0,2.8,0.0,2.2,0.1,0.005,0.7333333333333334,0.5,0.3076923076923077,0.4666666666666666,0.0,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cocktail sauce,19,0.2,0.0,4.2,1.8,0.2,0.3,0.0,0.2,0.01,0.0,0.0,0.3076923076923077,1.4000000000000001,1.2,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gourd raw,19,0.2,0.07,4.1,1.9,1.1,1.0,0.0,0.03,0.0014999999999999998,0.0,0.35000000000000003,0.3076923076923077,1.3666666666666665,4.0,19.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
portabella mushrooms raw,19,0.3,0.036,3.3,2.2,1.8,1.1,0.0,0.014,0.0007,0.0,0.18,0.4615384615384615,1.0999999999999999,4.4,22.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
waxgourd cooked,19,0.4,0.026,4.3,2.1,0.7,1.8,0.0,0.6,0.03,0.0,0.13,0.6153846153846154,1.4333333333333333,7.200000000000001,21.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
borage,19,0.6,0.2,2.7,0.0,1.6,0.0,0.0,0.023,0.00115,0.0,1.0,0.923076923076923,0.9000000000000001,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
paprika,19,0.9,0.1,3.7,0.7,1.0,2.4,0.0,0.061,0.0030499999999999998,0.0,0.5,1.3846153846153846,1.2333333333333334,9.6,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
