food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary,recommend_score
bass raw,90,2.9,0.6,0.0,0.0,14.9,0.0,53.7,0.055,0.00275,17.900000000000002,3.0,4.461538461538462,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7094464079670331
sucker cooked,148,3.7,0.7,0.0,0.0,26.6,0.0,65.7,0.019,0.00095,21.9,3.4999999999999996,5.6923076923076925,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7093719958791209
turkey and gravy,161,6.3,2.0,11.1,0.0,14.1,0.0,43.2,1.3,0.065,14.400000000000002,10.0,9.692307692307692,3.7,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7090701923076923
queso blanco cheese,366,28.7,16.1,3.0,2.1,24.0,0.0,82.6,0.8,0.04,27.53333333333333,80.5,44.15384615384615,1.0,0.0,21.000000000000004,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.7090571428571428
rice flour white,578,2.2,0.6,126.6,0.2,9.4,3.8,0.0,0.0,0.0,0.0,3.0,3.384615384615385,42.2,15.2,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7088296703296704
ham raw,266,18.2,6.0,0.046,0.0,23.8,0.0,54.6,1.5,0.075,18.2,30.0,27.999999999999996,0.0153333333333333,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.7084375
parboiled white rice cooked,194,0.6,0.1,41.2,0.2,4.6,1.4,0.0,0.088,0.0044,0.0,0.5,0.923076923076923,13.733333333333334,5.6,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.708401065934066
sucker raw,146,3.7,0.7,0.0,0.0,26.6,0.0,65.2,0.0,0.0,21.733333333333334,3.4999999999999996,5.6923076923076925,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7082362637362638
chicken rice soup,127,3.2,1.0,13.0,1.4,12.3,1.0,12.0,0.9,0.045,4.0,5.0,4.923076923076923,4.333333333333334,4.0,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7080608516483518
mammy apple mamey,431,4.2,1.2,105.8,0.0,4.2,25.4,0.0,0.1,0.005,0.0,6.0,6.461538461538462,35.266666666666666,101.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7077152472527473
dungeness crab cooked,140,1.6,0.2,1.2,0.0,28.3,0.0,96.5,0.5,0.025,32.166666666666664,1.0,2.4615384615384617,0.4,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7076009615384615
bagel,245,1.5,0.0,47.9,6.0,10.0,4.0,0.0,0.4,0.02,0.0,0.0,2.307692307692308,15.966666666666663,16.0,60.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7075423076923077
lentil soup with ham,139,2.8,1.1,20.2,0.0,9.3,0.0,7.4,1.3,0.065,2.466666666666667,5.500000000000001,4.3076923076923075,6.7333333333333325,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7067167124542126
dungeness crab raw,140,1.6,0.2,1.2,0.0,28.4,0.0,96.2,0.5,0.025,32.06666666666666,1.0,2.4615384615384617,0.4,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7063509615384616
lobster cooked,134,1.3,0.3,0.0,0.0,28.5,0.0,219.0,0.7,0.0349999999999999,73.0,1.5,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7050589285714286
glutinous white rice raw,685,1.0,0.2,151.1,0.0,12.6,5.2,0.0,0.015,0.0007499999999999,0.0,1.0,1.5384615384615383,50.36666666666666,20.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7045273420329671
rice pilaf raw,732,2.8,0.0,155.7,3.1,21.3,2.4,0.0,2.7,0.135,0.0,0.0,4.3076923076923075,51.9,9.6,31.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7039298076923077
tofu yogurt,246,4.7,0.7,41.8,3.2,9.2,0.5,0.0,0.03,0.0014999999999999,0.0,3.4999999999999996,7.230769230769231,13.933333333333334,2.0,32.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7033294093406594
taco with chicken cheese lettuce,185,6.2,2.5,19.3,1.3,13.0,1.2,28.4,0.6,0.03,9.466666666666669,12.5,9.538461538461538,6.433333333333334,4.8,13.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7032841575091575
smoothie high protein creamy chocolate slimfast,110,3.5,0.5,2.1,1.0,12.0,0.0,5.0,0.2,0.01,1.6666666666666667,2.5,5.384615384615385,0.7000000000000001,0.0,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7032308608058608
ground emu raw,157,4.7,1.2,0.0,0.0,26.6,0.0,80.7,0.062,0.0031,26.9,6.0,7.230769230769231,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7029602664835165
atlantic croaker raw,82,2.5,0.9,0.0,0.0,14.0,0.0,48.2,0.014,0.0007,16.066666666666666,4.5,3.8461538461538463,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7028390723443224
oregano dried,265,4.3,1.6,68.9,4.1,9.0,42.5,0.0,0.009,0.0004499999999999,0.0,8.0,6.615384615384615,22.96666666666667,170.0,41.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7028098118131869
black bean soup,234,3.4,0.9,39.6,6.4,12.4,17.5,0.0,2.5,0.125,0.0,4.5,5.230769230769231,13.2,70.0,64.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7025460164835166
wheat bran,125,2.5,0.4,37.4,0.2,9.0,24.8,0.0,0.015,0.0007499999999999,0.0,2.0,3.8461538461538463,12.466666666666669,99.2,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7020767925824176
shrimp canned,128,1.7,0.2,0.0,0.0,26.1,0.0,322.6,1.1,0.055,107.53333333333336,1.0,2.6153846153846154,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง,0.7018649725274725
brown rice cooked,218,1.6,0.3,45.8,0.7,4.5,3.5,0.0,0.086,0.0042999999999999,0.0,1.5,2.4615384615384617,15.266666666666664,14.000000000000002,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7018276401098902
wild rice cooked,166,0.6,0.078,35.0,1.2,6.5,3.0,0.0,0.008,0.0003999999999999,0.0,0.3899999999999999,0.923076923076923,11.666666666666666,12.0,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.701181065934066
vegetable macaroni cooked,172,0.1,0.037,35.7,1.5,6.1,5.8,0.0,0.015,0.0007499999999999,0.0,0.185,0.1538461538461538,11.9,23.2,15.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7008762431318682
taco salad with chili con carne,193,8.8,4.0,17.7,0.0,11.6,0.0,3.5,0.6,0.03,1.1666666666666667,20.0,13.53846153846154,5.8999999999999995,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7006055860805861
green pea soup,320,5.7,2.7,51.7,16.7,16.7,10.0,0.0,1.7,0.0849999999999999,0.0,13.5,8.76923076923077,17.233333333333334,40.0,167.0,Medium,1,น้ำตาลถึงหรือเกิน 10 กรัมต่อมื้อ,0.7002004120879121
frijoles with cheese,225,7.8,4.1,28.7,0.0,11.4,0.0,36.7,0.9,0.045,12.233333333333334,20.5,12.0,9.566666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7001505952380952
english muffin with cheese sausage,365,22.3,8.8,27.3,2.1,14.3,0.5,46.4,0.7,0.0349999999999999,15.466666666666669,44.00000000000001,34.307692307692314,9.1,2.0,21.000000000000004,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6997494047619048
croissant with egg cheese,368,24.7,14.1,24.3,0.0,12.8,0.0,215.9,0.6,0.03,71.96666666666667,70.5,38.0,8.1,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.6994892857142858
wasabi root,142,0.8,0.0,30.6,0.0,6.2,10.1,0.0,0.02,0.001,0.0,0.0,1.2307692307692308,10.2,40.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6994045879120879
pork country style ribs cooked,235,15.2,5.4,0.0,0.0,22.8,0.0,88.6,0.049,0.00245,29.533333333333335,27.0,23.384615384615383,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6992673392857144
enchilada with cheese beef,323,17.6,9.0,30.5,0.0,11.9,0.0,40.3,1.3,0.065,13.433333333333334,45.0,27.07692307692308,10.166666666666666,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6992505952380953
bulgur cooked,151,0.4,0.053,33.8,0.2,5.6,8.2,0.0,0.049,0.00245,0.0,0.265,0.6153846153846154,11.266666666666666,32.8,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6986519546703297
poi,269,0.3,0.063,65.4,0.9,0.9,1.0,0.0,0.091,0.00455,0.0,0.315,0.4615384615384615,21.800000000000004,4.0,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6979686222527474
tempeh,320,17.9,3.7,15.6,0.0,30.8,0.0,0.0,0.068,0.0034,0.0,18.5,27.538461538461533,5.2,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6978316428571429
egg mcmuffin mcdonalds,287,12.2,4.5,27.3,2.7,17.2,1.4,207.9,0.8,0.04,69.30000000000001,22.5,18.76923076923077,9.1,5.6,27.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6974307692307693
parboiled white rice raw,692,1.9,0.5,149.6,0.6,13.9,3.3,0.0,0.055,0.00275,0.0,2.5,2.923076923076923,49.86666666666667,13.2,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6973777266483517
chili con carne,271,8.8,3.2,33.1,4.7,14.7,8.3,22.8,1.1,0.055,7.6,16.0,13.53846153846154,11.033333333333331,33.2,47.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6971561813186814
catfish raw,189,9.4,2.1,0.0,0.0,24.2,0.0,87.5,0.2,0.01,29.166666666666668,10.500000000000002,14.461538461538462,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6969634615384616
baked potato with cheese sauce,474,28.7,10.6,46.5,0.0,14.6,0.0,17.8,0.4,0.02,5.933333333333334,53.0,44.15384615384615,15.5,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6966595238095238
halavah,328,15.1,2.9,42.3,0.0,8.7,3.2,0.0,0.1,0.005,0.0,14.499999999999998,23.23076923076923,14.099999999999998,12.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6961410714285715
instant white rice cooked,193,0.8,0.088,41.4,0.0,3.6,1.0,0.0,0.001,5e-05,0.0,0.4399999999999999,1.2307692307692308,13.8,4.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6960545700549451
swordfish cooked,182,8.4,2.0,0.0,0.0,24.9,0.0,82.7,0.1,0.005,27.566666666666663,10.0,12.923076923076923,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6957894230769233
turkey soup,135,4.4,1.2,14.1,0.0,10.2,0.0,9.4,0.9,0.045,3.1333333333333333,6.0,6.76923076923077,4.7,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6957027930402931
salt mackerel,415,34.1,9.7,0.0,0.0,25.2,0.0,129.2,6.1,0.305,43.06666666666666,48.5,52.46153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.695569642857143
potato gratin,328,18.6,11.6,27.6,0.0,12.4,4.4,56.4,1.1,0.055,18.8,57.99999999999999,28.61538461538462,9.2,17.6,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6950160714285715
wheat durum,651,4.7,0.9,136.6,0.0,26.3,0.0,0.0,0.032,0.0015999999999999,0.0,4.5,7.230769230769231,45.53333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6950072307692308
hotdog with chili,296,13.4,4.9,31.3,0.0,13.5,0.0,51.3,0.5,0.025,17.099999999999998,24.500000000000004,20.615384615384617,10.433333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6949553571428572
green soybean cooked,127,5.8,0.7,9.9,0.0,11.1,3.8,0.0,0.2,0.01,0.0,3.4999999999999996,8.923076923076923,3.3000000000000003,15.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6943233516483517
rice flour brown,574,4.4,0.9,120.8,1.3,11.4,7.3,0.0,0.039,0.00195,0.0,4.5,6.76923076923077,40.266666666666666,29.2,13.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6942161442307694
veggie burger,124,4.4,1.0,10.0,0.7,11.0,3.4,3.5,0.4,0.02,1.1666666666666667,5.0,6.76923076923077,3.3333333333333335,13.6,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6940212454212455
pork loin raw,232,14.7,5.1,0.0,0.0,23.1,0.0,73.7,0.003,0.00015,24.566666666666663,25.5,22.615384615384613,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6938203035714285
chicken flavored rice cooked,317,8.0,1.7,54.8,1.5,6.2,1.6,0.0,0.9,0.045,0.0,8.5,12.307692307692308,18.266666666666666,6.4,15.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.693497664835165
rice noodles cooked,190,0.4,0.072,42.3,0.052,3.2,1.8,0.0,0.075,0.00375,0.0,0.36,0.6153846153846154,14.099999999999998,7.200000000000001,0.52,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6931479189560441
sausage mcmuffin mcdonalds,383,24.2,8.3,28.2,2.2,14.6,1.6,44.9,0.8,0.04,14.966666666666669,41.5,37.230769230769226,9.4,6.4,22.000000000000004,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6929261904761905
pita bread,165,0.7,0.091,33.4,0.8,5.5,1.3,0.0,0.3,0.015,0.0,0.455,1.0769230769230769,11.133333333333333,5.2,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6928462912087913
biscuit with ham,386,18.4,11.4,43.8,2.2,13.4,0.8,24.9,1.1,0.055,8.299999999999999,57.00000000000001,28.307692307692307,14.6,3.2,22.000000000000004,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6927660714285715
haddock cooked,135,0.8,0.2,0.0,0.0,30.0,0.0,99.0,0.4,0.02,33.0,1.0,1.2307692307692308,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6927620879120879
goose liver,125,4.0,1.5,5.9,0.0,15.4,0.0,484.1,0.1,0.005,161.36666666666667,7.5,6.153846153846154,1.966666666666667,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง,0.6927372252747253
arrowroot flour,457,0.1,0.019,112.8,0.0,0.4,4.4,0.0,0.002,0.0001,0.0,0.095,0.1538461538461538,37.6,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6927025467032968
meatless meatloaf,110,5.0,0.8,4.5,0.7,11.8,2.6,0.0,0.3,0.015,0.0,4.0,7.6923076923076925,1.5,10.4,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6920523351648352
scup cooked,68,1.8,0.0,0.0,0.0,12.1,0.0,33.5,0.061,0.0030499999999999,11.166666666666666,0.0,2.769230769230769,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6913983704212455
yellow corn raw,606,7.9,1.1,123.3,1.1,15.6,12.1,0.0,0.06,0.0029999999999999,0.0,5.500000000000001,12.153846153846152,41.099999999999994,48.4,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6910379395604396
bean with frankfurters soup,188,7.0,2.1,22.0,0.0,10.0,0.0,12.5,1.1,0.055,4.166666666666666,10.500000000000002,10.76923076923077,7.333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.690830173992674
chinese noodles,456,0.094,0.088,111.9,0.0,0.2,0.7,0.0,0.088,0.0044,0.0,0.4399999999999999,0.1446153846153846,37.3,2.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6908109560439561
hummus,435,21.1,2.8,49.5,0.7,12.0,9.8,0.0,0.6,0.03,0.0,13.999999999999998,32.46153846153847,16.5,39.2,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6907035714285715
squid fried,140,6.0,1.5,6.2,0.0,14.4,0.0,208.0,0.2,0.01,69.33333333333334,7.5,9.230769230769232,2.0666666666666664,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6906942307692309
corn grits cooked,182,1.2,0.2,37.9,0.3,4.4,2.1,0.0,0.6,0.03,0.0,1.0,1.846153846153846,12.633333333333333,8.4,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6904288461538463
pupusas con queso,300,15.5,7.6,26.2,1.4,13.7,3.4,37.4,0.5,0.025,12.466666666666669,38.0,23.846153846153847,8.733333333333333,13.6,13.999999999999998,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6903244047619048
crab soup,95,0.8,0.2,12.5,0.0,10.4,2.4,41.5,0.6,0.03,13.833333333333334,1.0,1.2307692307692308,4.166666666666666,9.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6902466117216117
sofrito,488,37.5,0.0,11.2,0.0,26.4,3.5,0.0,2.4,0.12,0.0,0.0,57.692307692307686,3.733333333333333,14.000000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6902428571428573
stockpot soup,201,7.8,1.7,23.1,0.0,9.8,0.0,7.7,2.1,0.105,2.566666666666667,8.5,12.0,7.7,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6901529761904762
barley cooked,193,0.7,0.1,44.3,0.4,3.5,6.0,0.0,0.064,0.0031999999999999,0.0,0.5,1.0769230769230769,14.766666666666667,24.0,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6899347912087913
arroz con abichuelas,223,5.4,0.8,37.3,0.2,6.2,4.1,0.0,0.6,0.03,0.0,4.0,8.307692307692308,12.433333333333332,16.4,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6893958791208792
cornmeal yellow,581,2.7,0.3,124.7,2.5,11.2,6.1,0.0,0.011,0.00055,0.0,1.5,4.153846153846154,41.56666666666667,24.4,25.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6893420288461538
cornmeal white,581,2.7,0.3,124.7,2.5,11.2,6.1,0.0,0.094,0.0046999999999999,0.0,1.5,4.153846153846154,41.56666666666667,24.4,25.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6893109038461539
soybean curd cheese,340,18.2,2.6,15.5,3.6,28.1,0.0,0.0,0.094,0.0046999999999999,0.0,13.0,27.999999999999996,5.166666666666667,0.0,36.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6890004642857144
fried rice,228,3.2,0.7,43.4,0.6,6.5,1.5,32.2,0.6,0.03,10.733333333333334,3.4999999999999996,4.923076923076923,14.466666666666669,6.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6885543040293041
pork ears cooked,184,12.0,4.3,0.2,0.0,17.7,0.0,99.9,0.2,0.01,33.300000000000004,21.5,18.461538461538463,0.0666666666666666,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6878563186813188
tequila sunrise,232,0.2,0.0,23.8,0.0,0.6,0.0,0.0,0.1,0.005,0.0,0.0,0.3076923076923077,7.933333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6877262362637363
pork meat cooked,283,14.1,4.4,0.0,0.0,14.1,0.0,112.6,0.7,0.0349999999999999,37.53333333333333,22.000000000000004,21.69230769230769,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6877017857142858
chicken broth soup,78,2.6,0.8,1.9,0.9,11.1,0.0,2.5,1.6,0.08,0.8333333333333334,4.0,4.0,0.6333333333333333,0.0,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6871380952380953
honey smoked ham cooked,67,1.3,0.6,4.0,0.0,9.9,0.0,12.1,0.5,0.025,4.033333333333333,3.0,2.0,1.3333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6867648809523811
white rice pasta cooked,246,5.7,1.1,43.3,0.0,5.1,5.1,2.0,1.1,0.055,0.6666666666666667,5.500000000000001,8.76923076923077,14.433333333333332,20.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6864730311355312
roast beef sandwich,364,15.3,5.1,33.1,5.7,22.6,1.9,44.7,1.0,0.05,14.900000000000002,25.5,23.53846153846154,11.033333333333331,7.6,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6863750000000001
burrito with beans,224,6.7,3.4,35.7,0.0,7.0,0.0,2.2,0.5,0.025,0.7333333333333334,17.0,10.307692307692308,11.9,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6861714743589744
acorn squash raw,172,0.4,0.091,44.9,0.0,3.4,6.5,0.0,0.017,0.00085,0.0,0.455,0.6153846153846154,14.966666666666669,26.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6861639546703298
wheat shredded,155,1.0,0.2,36.2,0.4,5.2,5.5,0.0,0.086,0.0042999999999999,0.0,1.0,1.5384615384615383,12.066666666666666,22.0,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6860007170329672
japanese soba noodles cooked,113,0.1,0.026,24.4,0.0,5.8,0.0,0.0,0.1,0.005,0.0,0.13,0.1538461538461538,8.133333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6858800824175825
gazpacho soup,70,0.4,0.008,6.6,2.2,10.7,0.7,0.0,1.1,0.055,0.0,0.04,0.6153846153846154,2.1999999999999997,2.8,22.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6857221153846154
glutinous white rice cooked,169,0.3,0.056,36.7,0.078,3.5,1.7,0.0,0.027,0.0013499999999999,0.0,0.2799999999999999,0.4615384615384615,12.233333333333334,6.800000000000001,0.7799999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6856797651098903
corn pasta cooked,176,1.0,0.1,39.1,0.0,3.7,6.7,0.0,0.0,0.0,0.0,0.5,1.5384615384615383,13.033333333333331,26.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6852829670329671
cheeseburger burger king,380,19.7,9.1,31.5,6.0,19.4,3.7,59.9,0.8,0.04,19.966666666666665,45.49999999999999,30.307692307692307,10.5,14.800000000000002,60.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.6851404761904762
chicken drumstick raw,211,12.4,3.3,0.1,0.0,23.4,0.0,122.4,0.1,0.005,40.8,16.499999999999996,19.076923076923077,0.0333333333333333,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6849570054945056
sausage burrito mcdonalds,339,17.1,6.1,24.2,1.4,13.0,1.2,172.9,0.8,0.04,57.63333333333334,30.5,26.30769230769231,8.066666666666666,4.8,13.999999999999998,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.6849142857142858
whitefish smoked,147,1.3,0.3,0.0,0.0,31.8,0.0,44.9,1.4,0.0699999999999999,14.966666666666669,1.5,2.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6835583333333335
pupusas del cerdo,283,12.7,3.9,28.1,1.8,14.0,3.2,35.4,0.5,0.025,11.8,19.5,19.538461538461537,9.366666666666667,12.8,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6834883241758242
kanpyo dried,139,0.3,0.041,35.1,0.0,4.6,5.3,0.0,0.056,0.0028,0.0,0.205,0.4615384615384615,11.7,21.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.683446032967033
walleye pike raw,148,1.9,0.4,0.0,0.0,30.4,0.0,136.7,0.011,0.00055,45.56666666666666,2.0,2.923076923076923,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6826442266483517
walleye pike cooked,148,1.9,0.4,0.0,0.0,30.4,0.0,136.4,0.069,0.00345,45.46666666666667,2.0,2.923076923076923,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.6826224766483517
spinach egg noodles cooked,211,2.5,0.6,38.8,1.1,8.1,3.7,52.8,0.068,0.0034,17.599999999999998,3.0,3.8461538461538463,12.933333333333334,14.800000000000002,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.6824497747252748
turkey giblets cooked,164,6.3,1.6,0.0,0.0,25.1,0.0,495.0,0.1,0.005,165.0,8.0,9.692307692307692,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง,0.682234478021978
